建议治疗后复查,2722,2721,2641,1.540174681384143e-05,0.999554897855317,1.076921812863123
散在,2701,71,125,0.0002954026876723023,0.858898674150779,0.69516680328848
较前吸,428,41,23,4.3460821795399045e-05,0.853393665158371,0.01324803715175243
溶栓,102,11,6,0.0006139400505597688,0.8407643312101911,0.02407249281083052
情况相似,22,15,22,0.0005455266812140449,0.9308885754583921,0.022821256518385794
斑点状,1436,106,227,2.4464281220933227e-05,0.7667330518601131,0.06698802431529952
脊柱,682,71,34,0.00102457323219804,0.7790866548329837,0.615153018532027
呈波浪状,157,104,57,2.704435049547145e-05,0.8429434767152506,0.012476957648049297
输尿管,4088,176,178,3.0718592028062485e-05,0.9999361634216406,0.17381456177109836
引流术后,1317,126,98,2.2725075828763844e-05,0.9692307692307692,0.04546182134998838
呈波浪状改变,99,90,99,3.619123448300822e-05,0.995475113122172,0.01697605971787302
稀疏,73,26,68,0.0017907958002158768,0.6671698113207547,0.28778085883707927
球内未见异常,207,207,200,9.28125928125928e-06,0.9994085625656315,0.013583072223508772
股骨粗隆,99,6,7,0.0006014946230026125,0.9882352941176471,0.019335494555185264
平扫未,23046,18,8,1.1906403553974355e-05,0.7422680412371134,0.01001077087173066
伪影影响,71,10,19,0.0010243832058865964,0.824295010845987,0.05655190346228045
尾状核,179,14,12,0.00015859233795229827,0.9882352941176471,0.01371022716649702
蝶窦炎,359,87,145,2.5717865133509388e-05,0.8823529411764706,0.026496066723689114
邻近胸膜肥厚,120,56,43,0.00016312858882895422,0.9660982948846539,0.04346523082110165
胃癌术后复查,184,152,181,1.3131102929863068e-05,0.9849458516065515,0.014715941286948933
对比,4970,2051,2577,3.7092198518043526e-05,0.9744941014221671,2.986396710011564
管壁,1513,215,76,5.673621208798561e-06,0.6284494528951367,0.012391927520471588
多发,19290,504,434,3.324200123650939e-05,0.9889233495790872,1.0766404753790961
髂总,312,27,27,4.956381460273888e-05,1.0,0.011818865471248746
本院片相,159,11,11,0.00033427940712708925,1.0,0.023183066175122925
5及腰5,319,319,315,1.7556985627378243e-05,0.9999203924651469,0.04970010132058091
片状低密度,2007,44,48,1.6000963980347182e-05,0.9962264150943396,0.016456062204440725
动脉粥,937,44,32,3.3580720867335903e-05,0.9513513513513514,0.019043592192694095
可疑,1940,518,1189,4.194068726388231e-05,0.732325235056137,0.6665220186968446
粗隆,151,10,25,0.0002948470115009861,0.6896551724137931,0.02587957668175938
肝内多发小囊肿,115,106,100,4.436300511138972e-05,0.9983047654925598,0.02447983703162402
磨玻璃样,280,33,23,9.92417927037434e-05,0.9381953028430161,0.02250750551994772
走行迂曲,25,10,22,0.000496031746031746,0.7534246575342466,0.017051091269841268
游离,247,46,26,0.0011463046757164404,0.8567335243553008,0.2992590023130391
外伤,2407,112,92,3.3049489434131774e-05,0.9809596344249809,0.08189897801249112
残留,52,14,36,0.000807290453790384,0.675603217158177,0.05868025884672984
背侧胸膜,511,20,24,4.4863049177276645e-05,0.9836065573770492,0.01106337921066003
管腔狭窄约70,98,86,98,3.1086794329768716e-05,0.9915294117647059,0.014095993203778521
外踝,559,115,65,2.2338191670236183e-05,0.8567335243553008,0.02193272578488777
双侧筛窦炎,524,350,164,1.1155862299189156e-05,0.7684275348737584,0.02851790131801187
轮廓欠光滑,16,10,16,0.0008488964346349745,0.898876404494382,0.020895912237168603
无旧片对比,521,502,521,6.028373389811054e-05,0.9993103382399297,0.35179107125141773
平扫未见,23034,18,17,1.0626992825860811e-05,0.99836867862969,0.01410095253674093
筛窦,2741,846,577,0.00011365251570527668,0.9309957135160135,2.0411496515808802
软组,4981,191,113,2.551433004074174e-05,0.8764670050761422,0.1278440931947399
比较2015,600,590,589,9.21004464661243e-06,0.9999985611945539,0.06649528657104399
对比2016,1033,989,1030,3.116148163342876e-05,0.9991755847536636,0.505318800994787
外耳道通畅,77,30,77,7.980209081477934e-05,0.6765265778298433,0.01511777351784457
直径约3mm,50,48,44,7.103261533565752e-05,0.9962264150943396,0.011530520011447278
斑片状,3628,225,362,2.489312560555204e-05,0.8966857306419918,0.2080492033081176
气管,10096,231,285,1.9246475473928064e-05,0.9783335562391333,0.24673628406949713
中段壁冠,1926,89,33,2.9519222899560154e-05,0.6519422863485017,0.03118725689424947
视神经,213,190,74,0.0008923409496518613,0.676351741389263,0.6935887157223198
比较2016,585,585,584,1.0803910683239312e-05,0.9999985364732811,0.07636829950411375
眼睑,540,36,73,0.00027641447429038263,0.7933584905660377,0.1548661578086545
多个,1103,66,85,2.146217163825971e-05,0.9688282531733011,0.02648178979231855
卵圆,2789,24,22,0.00016084203950704942,0.9962264150943396,0.09749894567393701
肝硬化,514,322,452,8.806051244296755e-06,0.9451277322493085,0.03754188834472352
必要时增强扫描,228,190,189,2.0481697178107223e-05,0.9999860764957325,0.029302829589930843
双肾多发囊肿,305,270,266,1.2757800108529142e-05,0.999888622821184,0.029854260912718235
颅ct,46787,35,84,1.0919691965532493e-05,0.7100591715976331,0.05835436613855685
边缘欠清楚,39,37,36,0.00012851818532322323,0.999624765478424,0.014644624918561135
腮腺,286,30,45,0.00015366265137920288,0.9230769230769231,0.046776082212839645
上颌,3459,185,63,2.1761905253232073e-05,0.6103052835523904,0.06014960686803176
胸腔少,1339,49,44,2.0864520389498056e-05,0.9942356467604335,0.017699642827760112
附壁血栓,30,10,15,0.0006602112676056338,0.9230769230769231,0.021696756239201122
胃底静脉曲张,48,18,43,0.00012055545927862627,0.7123791992636908,0.010597870936701332
同15,1061,1053,1056,9.01256204195469e-06,0.9999959531373303,0.1547824330029621
鼻中隔左侧偏曲,36,36,36,0.0002925687536571094,1.0,0.03159742539496782
病灶边界清晰,210,210,170,5.8323871905224266e-05,0.9780821917808219,0.07940367704837109
置换,68,6,6,0.0008598452278589854,1.0,0.021271396176875294
肺野透光度良好,1413,743,1409,9.146202039603055e-06,0.8251878943613956,0.16725126511161584
轮廓不光滑,22,15,22,0.0008488964346349745,0.9308885754583921,0.03551225624608204
大小形态正,9493,8,11,2.529980266153924e-05,0.9513513513513514,0.011416893381019274
原发性肝癌,61,41,23,0.00012283701139564996,0.853393665158371,0.014135978561265793
斑点,1729,124,88,3.11211858075369e-05,0.9439446366782007,0.06660734602972442
输尿管上段,1176,35,82,2.4164714585131303e-05,0.7221034092338658,0.02032737812166606
5椎间盘突出,2909,2907,2744,5.414900480411497e-06,0.9983373784471206,0.41225522752086985
ｃｔ,22,10,9,0.041666666666666664,0.994475138121547,0.9257399525967296
额颞,2026,27,41,2.5297632704719626e-05,0.9186721991701244,0.018536951406800513
纹理分布,1925,7,19,0.00026857113598335614,0.6487804878048781,0.06027718970130919
d级,182,148,182,0.0005026902212941787,0.9789925129025223,0.5535480109720193
黄韧带肥厚,28,25,28,0.0001522533495736906,0.99361249112846,0.010640647149962159
局限性,1715,124,111,2.1688203432060185e-05,0.9938982561288227,0.05260565616833018
蛛网膜下腔出血,1414,910,605,3.485657038956531e-05,0.9220977703339265,0.47631416008099015
与2015,3990,3856,3911,7.756731964637825e-06,0.9998997170761795,0.9513422146148766
动脉粥样硬,829,41,33,3.4100821196313575e-05,0.9768953068592058,0.01795180737992728
分叉,221,10,21,0.00010515397206044688,0.7763401109057301,0.010589596687673699
冗长,11,7,10,0.0011723329425556857,0.9395973154362416,0.016010187940478447
主动脉硬化,162,124,154,1.8457033052444634e-05,0.976977386677581,0.016136784800136125
管腔轻微狭窄,113,112,113,3.1086794329768716e-05,0.9999604946075139,0.01858784788277788
尿酸,790,43,30,0.00019144748353188134,0.9385230993088396,0.09508895135171053
双肺多发感染,317,216,234,1.0679840221504603e-05,0.9968051118210862,0.021357552434376297
动脉瘤,1004,170,251,5.885835129245846e-06,0.928607958564107,0.01890233675777837
顶叶,2244,186,232,5.094002391048448e-06,0.9760687627233657,0.024911232673506478
较前明显吸收,138,25,68,5.2572029394621656e-05,0.6477424271289769,0.011289124382418272
内固定,784,100,39,3.7059649585886775e-05,0.6770245638399445,0.029114487300567163
斑块形,5442,16,23,2.0807649965774628e-05,0.9375796178343949,0.014483899868568297
筛窦炎症,746,215,535,3.909832552773175e-05,0.6919837569559332,0.16377912647639253
边界较清晰,45,45,42,7.592322643343052e-05,0.997624703087886,0.01106428780210795
椎间盘,33720,134,395,1.7953412555588093e-05,0.6084572453313868,0.3298655909869364
填充,41,14,33,0.0010007322431047107,0.7190661478599222,0.06298743725582964
硬膜囊前缘受压,1124,1123,906,7.888757292626222e-05,0.9773824247765933,1.3262263645996946
脑白质脱髓鞘,3106,1727,2435,1.0731348667253563e-05,0.9437524868841757,0.6042884013110996
脓肿,411,50,114,3.7323333949032125e-05,0.7356737222509034,0.026298583025234443
脑室大小正常,8127,8127,7882,9.178485541347551e-06,0.9995316914882921,3.310843431778441
浸润,74,18,43,0.012163050624589087,0.7123791992636908,1.3276068968731032
额颞顶,1187,21,25,4.5924136190018365e-05,0.9849906191369606,0.01805792427067249
ct扫描未见,29866,34,23,1.0621859642893206e-05,0.9281899109792285,0.02518378402051299
胸膜,7165,296,191,1.4535346656352961e-05,0.9111582068865485,0.14283334541133458
颌下腺,187,16,39,9.429386000740231e-05,0.7023072594259989,0.014629386632572555
肩胛骨关节盂,18,6,8,0.0011160714285714285,0.96,0.016234594466017674
建议结合临床,624,624,248,4.938377907469993e-06,0.686444286728176,0.0218925525832275
双肺感染,849,529,411,3.7346818658101093e-06,0.9689724174506754,0.025169645472574186
待排,153,28,64,0.0003110628590946241,0.7344262295081967,0.07494523967813264
腰5,22181,19200,20059,7.617223877067343e-06,0.9990429602223806,11.129061822820844
软组织,4708,188,160,2.5006772224848487e-05,0.9871357311630349,0.148311372307169
门静脉高压,85,80,71,0.00018214936247723133,0.9929201992832795,0.06316965526414504
扫描未,30382,17,26,1.1557012186598894e-05,0.9160621761658031,0.020706541384338365
颅ct平扫未见,20628,31,11,1.0629437409446692e-05,0.6303142329020333,0.012394925732806277
内固定术后,587,35,47,2.2798308683972874e-05,0.9580663948747816,0.011080866691876539
纤维,9406,338,468,0.00010181484363433052,0.949290060851927,1.9379434382270564
慢性间质性肺病,121,95,55,4.9745353126228215e-05,0.8672199170124482,0.019060761139533113
交通,192,16,7,0.0005605839416058394,0.7344262295081967,0.03782521923550481
已报告,250,250,250,0.0005271036707499631,1.0,1.041780101628348
弥漫性脂肪肝,288,267,276,4.4504553063025864e-05,0.9994507171193164,0.10249937133377406
管腔狭窄约20,2158,1992,2139,1.8283712329357068e-05,0.9974706746798839,0.8760623643997622
大小约0,277,201,255,6.19472687851738e-06,0.9723407887997269,0.011588665919038245
建议进一步检查,698,697,638,1.506248991158448e-05,0.9961012619098553,0.13255517013607682
骨皮质光滑,128,128,76,1.9005459169666338e-05,0.8779783393501805,0.0102536088439574
胸膜增,1438,110,37,1.1581616752623392e-05,0.6043507313089316,0.01215977970682671
密度不均,273,187,115,1.1372398563828524e-05,0.8924347429140557,0.013380301491585462
老年性脑改变,98,92,98,3.619123448300822e-05,0.9980075271197698,0.017001088851097985
髓核脱,220,27,12,0.00012204322549150135,0.7422680412371134,0.015038531184467307
可见,7329,396,252,3.7921945696395704e-06,0.9058823529411765,0.04999581975483739
泥沙,45,10,5,0.011216350947158525,0.8,0.25080523177340613
右肺中叶内侧段,1201,1046,362,1.180163806736375e-05,0.6181266120343465,0.10998954247848657
下叶后基底,1394,64,27,2.237962522957578e-05,0.7162694300518134,0.0158666975103139
软化,1731,119,104,9.560564741620352e-06,0.9909917123753853,0.02207534595368972
请结合查体,46,46,45,8.510701281785619e-05,0.9997585124366095,0.013130256689606143
野透,1686,6,11,8.277181705052301e-05,0.8407643312101911,0.013194905629415629
支气管肺炎,892,332,808,2.5680893478590455e-05,0.7030801165789529,0.18048335263551057
脑室系统,1039,626,479,1.0890280424720936e-05,0.9652206522596356,0.0952564528723117
软组织肿,1665,69,60,1.705339743416938e-05,0.9903121636167922,0.02233205368876377
边界欠清晰,68,65,55,0.00012851818532322323,0.9862068965517241,0.0315728539853128
紊乱,330,198,319,0.0024855012427506215,0.896137339055794,5.516152761340766
腰3,9131,8557,8556,8.925460645384547e-06,0.9999999931706763,3.6488496467624865
板障,92,9,10,0.0008076977103525776,0.994475138121547,0.036697093963734294
管腔狭窄约30,878,789,868,3.1086794329768716e-05,0.9954642082350675,0.38071274677797395
动脉供血,4976,9,13,3.52439042494516e-05,0.936,0.013221702455012703
肺气肿,1905,667,1504,8.898628644251184e-06,0.741191877808789,0.17946692431515102
纹理,3233,49,65,0.00022752343938308987,0.9613643223664352,0.3614378097206265
磨玻璃,1134,61,30,0.0007501994577923496,0.7920363557671499,0.5080342250105275
鼻中隔左偏,46,46,43,0.0002925687536571094,0.9977301387137453,0.044100461885923765
介入,210,19,8,0.00045094376087096566,0.7152941176470589,0.03678848079181325
不典型,163,39,29,9.080360072486898e-05,0.9576629974597799,0.01928193279271166
肝内多发囊肿,159,149,121,3.633689373949601e-05,0.9787199391998262,0.03059526615769495
肝脏多发囊肿,342,282,258,4.339859195679429e-05,0.996057171020207,0.10813436811650372
延伸,43,16,16,0.0054603174603174605,1.0,0.2864455685536366
半卵圆中心,2608,177,217,0.00020190618639626102,0.9795965212068658,1.005171572773253
鼻中隔右偏,42,42,38,0.0002925687536571094,0.9950124688279302,0.03782644146671645
肋骨,1376,107,91,1.702572383949276e-05,0.9870248352762291,0.03105809267110058
浅表型,1364,1177,1058,8.522197794837585e-05,0.994346213288415,1.753651931541478
ct扫描未,29896,34,21,1.2391513862892564e-05,0.8941765810895429,0.027814190946024213
盆腔少量积液,154,139,150,8.811848159267862e-05,0.9971067167212644,0.07889247520360369
椎间,35084,188,372,1.5645046414157948e-05,0.8051206483698655,0.36596889035275915
边缘清楚光滑,41,41,36,0.00012851818532322323,0.9916022841787034,0.01577437443264376
少许纤,3446,31,38,3.553964978036888e-05,0.9796257796257797,0.03561779090734794
除透明隔间腔外,48,30,48,7.980209081477934e-05,0.898876404494382,0.010207109600597421
对称,1522,650,465,0.00012002151239722862,0.9464166894986105,1.2692812463698726
反应,65,12,18,0.00046170019320377313,0.9230769230769231,0.026800890912346012
胫骨,971,104,45,1.747912558577122e-05,0.7289151935207538,0.0171075927154442
管腔狭窄约60,94,79,93,3.1086794329768716e-05,0.98683680322364,0.012874235811566952
建议定期复查,168,168,155,1.869418450625988e-05,0.996765488334705,0.019534379614111433
蝶骨大翼,21,7,10,0.001095290251916758,0.9395973154362416,0.02066750200675915
两枚,155,66,86,0.0002457220582313719,0.9659632402995235,0.11423752683458557
周围软组织,643,146,59,2.2157047498645077e-05,0.6947614630802114,0.023608499299215022
请结合临床病史,262,261,230,3.586029813321143e-05,0.9920592293899406,0.07096617416470927
ds,173,14,10,0.00019306915223670054,0.9459459459459459,0.014813331272791375
消化道,58,18,9,0.0007974481658692185,0.8,0.036439105769683774
透明隔间腔,547,397,254,4.311113601626464e-05,0.907939223410242,0.1561803403908123
脱髓,3550,33,43,0.00013544914823089294,0.9659632402995235,0.1506812651710163
斜裂,341,24,42,0.00023598125990463865,0.8615384615384616,0.06655356159257717
延伸至,24,5,7,0.0015634160641000586,0.9459459459459459,0.022339167740840656
破裂,267,33,75,4.2317918833280716e-05,0.7372654155495979,0.015846427926801628
